Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[1194]   0.0    0.00    0.00   86270         MSG_ReadLittleLong [1194]
-----------------------------------------------
                0.00    0.00   25579/75735       EntityFrame5_CL_ReadFrame <cycle 1> [411]
                0.00    0.00   50156/75735       CL_ParseClientdata [592]
[1195]   0.0    0.00    0.00   75735         MSG_ReadCoord32f [1195]
-----------------------------------------------
                0.00    0.00   70025/70025       R_DrawParticles <cycle 1> [16]
[1196]   0.0    0.00    0.00   70025         R_Stain [1196]
-----------------------------------------------
                0.00    0.00       3/65964       NetConn_UpdateFavorites_c <cycle 1> [1129]
                0.00    0.00      59/65964       Memory_Init_Commands [902]
                0.00    0.00   10888/65964       VM_tokenize_console <cycle 1> [1019]
                0.00    0.00   55014/65964       Cmd_ExecuteString <cycle 1> [386]
[1197]   0.0    0.00    0.00   65964         COM_ParseToken_Console [1197]
-----------------------------------------------
                               62378             NetConn_Write <cycle 1> [594]
[1198]   0.0    0.00    0.00   62378         LHNET_Write <cycle 1> [1198]
                                   9             Con_DPrintf <cycle 1> [799]
-----------------------------------------------
                0.00    0.00   58008/58008       CLVM_ExecuteProgram <cycle 1> [7]
[1199]   0.0    0.00    0.00   58008         VM_CL_ReadChar [1199]
-----------------------------------------------
                0.00    0.00   53808/53808       CL_SendMove [65]
[1200]   0.0    0.00    0.00   53808         NetConn_CanSend [1200]
-----------------------------------------------
                0.00    0.00   50777/50777       EntityFrame5_CL_ReadFrame <cycle 1> [411]
[1201]   0.0    0.00    0.00   50777         CL_MoveLerpEntityStates [1201]
-----------------------------------------------
                0.00    0.00     324/45930       FS_OpenReadFile <cycle 1> [127]
                0.00    0.00   45606/45930       FS_LoadFile <cycle 1> [942]
[1202]   0.0    0.00    0.00   45930         FS_CheckNastyPath [1202]
-----------------------------------------------
                                1803             PRVM_SetEngineString <cycle 1> [97]
                               41216             PRVM_AllocString <cycle 1> [1205]
[1203]   0.0    0.00    0.00   43019         PRVM_NewKnownString <cycle 1> [1203]
                                 440             _Mem_Alloc <cycle 1> [407]
-----------------------------------------------
                0.00    0.00       7/42295       CL_ParseStaticSound <cycle 1> [1105]
                0.00    0.00     443/42295       V_ParseDamage [1298]
                0.00    0.00    2658/42295       CL_ParseServerMessage <cycle 1> [196]
                0.00    0.00   39187/42295       CL_ParseStartSoundPacket <cycle 1> [694]
[1204]   0.0    0.00    0.00   42295         MSG_ReadVector [1204]
                0.00    0.00   42296/1407839     MSG_ReadCoord [1146]
-----------------------------------------------
                               41214             VM_strzone <cycle 1> [1206]
[1205]   0.0    0.00    0.00   41214         PRVM_AllocString <cycle 1> [1205]
                               41216             PRVM_NewKnownString <cycle 1> [1203]
                               41215             _Mem_Alloc <cycle 1> [407]
-----------------------------------------------
                                4934             MVM_ExecuteProgram <cycle 1> [49]
                               36279             CLVM_ExecuteProgram <cycle 1> [7]
[1206]   0.0    0.00    0.00   41213         VM_strzone <cycle 1> [1206]
                               41214             PRVM_AllocString <cycle 1> [1205]
                               41213             VM_Warning <cycle 1> [121]
-----------------------------------------------
                0.00    0.00   39189/39189       CL_ParseStartSoundPacket <cycle 1> [694]
[1207]   0.0    0.00    0.00   39189         CL_VM_Event_Sound [1207]
-----------------------------------------------
                0.00    0.00   37902/37902       EntityFrame5_CL_ReadFrame <cycle 1> [411]
[1208]   0.0    0.00    0.00   37902         MSG_ReadCoord13i [1208]
-----------------------------------------------
                               33459             NetConn_ReceivedMessage <cycle 1> [580]
[1209]   0.0    0.00    0.00   33459         Crypto_DecryptPacket <cycle 1> [1209]
                0.00    0.00   33460/2779574     BuffBigLong [1138]
                               33459             hmac <cycle 1> [409]
-----------------------------------------------
                0.00    0.00       4/32363       NetConn_ClientFrame <cycle 1> [227]
                0.00    0.00       6/32363       ServerList_QueryList <cycle 1> [979]
                0.00    0.00     987/32363       NetConn_SendUnreliableMessage <cycle 1> [406]
                0.00    0.00   31366/32363       NetConn_ReceivedMessage <cycle 1> [580]
[1210]   0.0    0.00    0.00   32363         SZ_Clear [1210]
-----------------------------------------------
                0.00    0.00   31366/31366       CL_ParseServerMessage <cycle 1> [196]
[1211]   0.0    0.00    0.00   31366         CL_UpdateMoveVars [1211]
-----------------------------------------------
                0.00    0.00   31366/31366       CL_ParseServerMessage <cycle 1> [196]
[1212]   0.0    0.00    0.00   31366         EntityFrameQuake_ISeeDeadEntities [1212]
-----------------------------------------------
                0.00    0.00   31364/31364       NetConn_ReceivedMessage <cycle 1> [580]
[1213]   0.0    0.00    0.00   31364         MSG_BeginReading [1213]
-----------------------------------------------
                0.00    0.00    1881/30309       Mod_LookupQ3Shader <cycle 1> [1268]
                0.00    0.00   28428/30309       Mod_LoadQ3Shaders <cycle 1> [458]
[1214]   0.0    0.00    0.00   30309         CRC_Block_CaseInsensitive [1214]
-----------------------------------------------
                0.00    0.00   27805/27805       CL_ParseServerMessage <cycle 1> [196]
[1215]   0.0    0.00    0.00   27805         MSG_ReadLittleFloat [1215]
-----------------------------------------------
                0.00    0.00   27801/27801       EntityFrame5_CL_ReadFrame <cycle 1> [411]
[1216]   0.0    0.00    0.00   27801         CL_NewFrameReceived [1216]
-----------------------------------------------
                0.00    0.00      22/27298       FS_AddGameDirectory [884]
                0.00    0.00      86/27298       FS_AddPack_Fullpath <cycle 1> [1330]
                0.00    0.00     450/27298       Mod_LoadModel <cycle 1> [872]
                0.00    0.00   26740/27298       Image_StripImageExtension <cycle 1> [1218]
[1217]   0.0    0.00    0.00   27298         FS_FileExtension [1217]
-----------------------------------------------
                                1209             Mod_BuildAliasSkinsFromSkinFiles <cycle 1> [1280]
                                2005             R_SkinFrame_LoadExternal_SkinFrame <cycle 1> [131]
                                3565             R_SkinFrame_Find <cycle 1> [922]
                               19961             loadimagepixelsbgra <cycle 1> [268]
[1218]   0.0    0.00    0.00   26740         Image_StripImageExtension <cycle 1> [1218]
                0.00    0.00   26740/27298       FS_FileExtension [1217]
                0.00    0.00    1546/1564        FS_StripExtension [1271]
                               25193             dp__strlcpy <cycle 1> [769]
-----------------------------------------------
                               25680             MVM_ExecuteProgram <cycle 1> [49]
[1219]   0.0    0.00    0.00   25680         VM_spawn <cycle 1> [1219]
                               25680             PRVM_ED_Alloc <cycle 1> [98]
-----------------------------------------------
                0.00    0.00   25679/25679       PRVM_ED_ClearEdict <cycle 1> [563]
[1220]   0.0    0.00    0.00   25679         MVM_init_edict [1220]
-----------------------------------------------
                0.00    0.00   25630/25630       MVM_ExecuteProgram <cycle 1> [49]
[1221]   0.0    0.00    0.00   25630         VM_M_copyentity [1221]
-----------------------------------------------
                0.00    0.00   23874/23874       EntityFrame5_CL_ReadFrame <cycle 1> [411]
[1222]   0.0    0.00    0.00   23874         MSG_ReadAngle16i [1222]
-----------------------------------------------
                0.00    0.00   23695/23695       PRVM_ED_Free [518]
[1223]   0.0    0.00    0.00   23695         MVM_free_edict [1223]
-----------------------------------------------
                0.00    0.00   22741/22741       CLVM_ExecuteProgram <cycle 1> [7]
[1224]   0.0    0.00    0.00   22741         VM_random [1224]
-----------------------------------------------
                0.00    0.00   14849/14849       W_GetLumpName <cycle 1> [1226]
[1225]   0.0    0.00    0.00   14849         W_CleanupName [1225]
-----------------------------------------------
                                1335             Image_GetStockPicSize <cycle 1> [1010]
                               13514             loadimagepixelsbgra <cycle 1> [268]
[1226]   0.0    0.00    0.00   14849         W_GetLumpName <cycle 1> [1226]
                0.00    0.00   14849/14849       W_CleanupName [1225]
                               14848             FS_LoadFile <cycle 1> [942]
-----------------------------------------------
                0.00    0.00   13665/13665       EntityFrame5_CL_ReadFrame <cycle 1> [411]
[1227]   0.0    0.00    0.00   13665         MSG_ReadAngle8i [1227]
-----------------------------------------------
                                5154             Cbuf_InsertText <cycle 1> [1001]
                                7999             Cbuf_AddText <cycle 1> [994]
[1228]   0.0    0.00    0.00   13153         Cbuf_ParseText <cycle 1> [1228]
                               20354             Cbuf_LinkString <cycle 1> [817]
-----------------------------------------------
                0.00    0.00   12213/12213       CLVM_ExecuteProgram <cycle 1> [7]
[1229]   0.0    0.00    0.00   12213         VM_randomvec [1229]
-----------------------------------------------
                0.00    0.00   12006/12006       MVM_ExecuteProgram <cycle 1> [49]
[1230]   0.0    0.00    0.00   12006         VM_nextent [1230]
-----------------------------------------------
                                   1             mod_start <cycle 1> [1097]
                                 453             Mod_LoadModel <cycle 1> [872]
                                3715             S_LoadSound <cycle 1> [459]
                                6326             CL_BeginDownloads <cycle 1> [885]
[1231]   0.0    0.00    0.00   10495         SCR_PushLoadingScreen <cycle 1> [1231]
                               10496             _Mem_Alloc <cycle 1> [407]
                               10496             dp__strlcpy <cycle 1> [769]
                                9489             CL_UpdateScreen <cycle 1> [184]
-----------------------------------------------
                                   2             S_ClearUsed <cycle 1> [1418]
                                  12             CDAudio_Play_byName <cycle 1> [919]
                                  55             S_LocalSound <cycle 1> [1338]
                                 852             CL_BeginDownloads <cycle 1> [885]
                                3737             VM_precache_sound <cycle 1> [1016]
                                4220             CL_ParseServerInfo <cycle 1> [700]
[1232]   0.0    0.00    0.00    8878         S_PrecacheSound <cycle 1> [1232]
                                8863             S_FindName <cycle 1> [397]
                                8862             S_LoadSound <cycle 1> [459]
-----------------------------------------------
                0.00    0.00       1/8835        CL_DisconnectEx <cycle 1> [670]
                0.00    0.00      25/8835        VM_Warning <cycle 1> [121]
                0.00    0.00     178/8835        FS_VPrintf <cycle 1> [1009]
                0.00    0.00    2870/8835        Con_Printf <cycle 1> [1258]
                0.00    0.00    5761/8835        Con_DPrintf <cycle 1> [799]
[1233]   0.0    0.00    0.00    8835         dpvsnprintf [1233]
-----------------------------------------------
                0.00    0.00    8448/8448        LoadFont <cycle 1> [960]
[1234]   0.0    0.00    0.00    8448         Font_SnapTo [1234]
-----------------------------------------------
                0.00    0.00    8370/8370        CL_BeginDownloads <cycle 1> [885]
[1235]   0.0    0.00    0.00    8370         S_IsSoundPrecached [1235]
-----------------------------------------------
                0.00    0.00    8105/8105        MVM_ExecuteProgram <cycle 1> [49]
[1236]   0.0    0.00    0.00    8105         VM_M_setkeydest [1236]
-----------------------------------------------
                0.00    0.00    8093/8093        MVM_ExecuteProgram <cycle 1> [49]
[1237]   0.0    0.00    0.00    8093         VM_M_getkeydest [1237]
-----------------------------------------------
                0.00    0.00    8091/8091        MVM_ExecuteProgram <cycle 1> [49]
[1238]   0.0    0.00    0.00    8091         VM_M_getmousetarget [1238]
-----------------------------------------------
                0.00    0.00    7958/7958        MVM_ExecuteProgram <cycle 1> [49]
[1239]   0.0    0.00    0.00    7958         VM_M_getmousepos [1239]
-----------------------------------------------
                0.00    0.00       9/7621        VM_registercvar <cycle 1> [350]
                0.00    0.00      28/7621        Cvar_RegisterVirtual [850]
                0.00    0.00    1391/7621        Cvar_RegisterVariable <cycle 1> [934]
                0.00    0.00    6193/7621        Cvar_Get <cycle 1> [875]
[1240]   0.0    0.00    0.00    7621         Cmd_Exists [1240]
-----------------------------------------------
                0.00    0.00    7610/7610        MVM_ExecuteProgram <cycle 1> [49]
[1241]   0.0    0.00    0.00    7610         VM_M_getserverliststat [1241]
-----------------------------------------------
                0.00    0.00    2896/7315        Mod_INTERQUAKEMODEL_Load <cycle 1> [235]
                0.00    0.00    4419/7315        Mod_BuildBaseBonePoses <cycle 1> [924]
[1242]   0.0    0.00    0.00    7315         Matrix4x4_ToArray12FloatD3D [1242]
-----------------------------------------------
                0.00    0.00      31/7231        VM_CL_ReadPicture <cycle 1> [1068]
                0.00    0.00     255/7231        CL_ParseServerMessage <cycle 1> [196]
                0.00    0.00    6945/7231        VM_CL_ReadString <cycle 1> [1244]
[1243]   0.0    0.00    0.00    7231         MSG_ReadString_len [1243]
-----------------------------------------------
                                6945             CLVM_ExecuteProgram <cycle 1> [7]
[1244]   0.0    0.00    0.00    6945         VM_CL_ReadString <cycle 1> [1244]
                0.00    0.00    6945/7231        MSG_ReadString_len [1243]
                                6944             PRVM_SetTempString <cycle 1> [181]
-----------------------------------------------
                0.00    0.00     207/6528        CL_ParseServerMessage <cycle 1> [196]
                0.00    0.00    6321/6528        CL_ParseServerInfo <cycle 1> [700]
[1245]   0.0    0.00    0.00    6528         MSG_ReadString [1245]
-----------------------------------------------
                0.00    0.00     772/6073        Collision_Cache_NewFrame [1173]
                0.00    0.00    5301/6073        Collision_Init <cycle 1> [157]
[1246]   0.0    0.00    0.00    6073         Collision_Cache_RebuildHash [1246]
-----------------------------------------------
                0.00    0.00    5761/5761        CLVM_ExecuteProgram <cycle 1> [7]
[1247]   0.0    0.00    0.00    5761         VM_CL_skel_get_numbones [1247]
-----------------------------------------------
                                5475             SCR_DrawScreen <cycle 1> [146]
[1248]   0.0    0.00    0.00    5475         Draw_CachePic <cycle 1> [1248]
                                5475             Draw_CachePic_Flags <cycle 1> [90]
-----------------------------------------------
                0.00    0.00       6/5026        R_LoadTextureRenderBuffer <cycle 1> [1400]
                0.00    0.00     847/5026        R_LoadTextureDDSFile <cycle 1> [313]
                0.00    0.00    4173/5026        R_SetupTexture <cycle 1> [392]
[1249]   0.0    0.00    0.00    5026         R_GetTexTypeInfo [1249]
-----------------------------------------------
                0.00    0.00       1/4728        Crypto_BuildIdString [1117]
                0.00    0.00       1/4728        FS_Init [682]
                0.00    0.00       3/4728        Sys_LoadDependency <cycle 1> [1363]
                0.00    0.00       6/4728        PRVM_Prog_Load <cycle 1> [256]
                0.00    0.00      58/4728        Protocol_Names [1459]
                0.00    0.00     122/4728        FS_Search <cycle 1> [912]
                0.00    0.00     176/4728        Key_Bind_f <cycle 1> [1315]
                0.00    0.00     255/4728        VM_findkeysforcommand <cycle 1> [705]
                0.00    0.00     292/4728        R_GLSL_CompilePermutation <cycle 1> [445]
                0.00    0.00    3814/4728        Cmd_Alias_f <cycle 1> [963]
[1250]   0.0    0.00    0.00    4728         dp__strlcat [1250]
-----------------------------------------------
                0.00    0.00    4136/4136        Curl_GetDownloadInfo <cycle 1> [514]
[1251]   0.0    0.00    0.00    4136         Curl_GetDownloadAmount [1251]
-----------------------------------------------
                0.00    0.00     512/4067        Mod_ZYMOTICMODEL_Load <cycle 1> [668]
                0.00    0.00    3555/4067        Mod_DARKPLACESMODEL_Load <cycle 1> [248]
[1252]   0.0    0.00    0.00    4067         R_ConcatTransforms [1252]
-----------------------------------------------
                                 426             listdirectory <cycle 1> [1031]
                                3548             FS_Search <cycle 1> [912]
[1253]   0.0    0.00    0.00    3974         stringlistappend <cycle 1> [1253]
                                4229             _Mem_Alloc <cycle 1> [407]
-----------------------------------------------
                0.00    0.00      89/3717        Key_WriteBindings [847]
                0.00    0.00     150/3717        Cvar_WriteVariables [853]
                0.00    0.00    1492/3717        Cmd_GetCvarValue [933]
                0.00    0.00    1986/3717        Cmd_ExecuteString <cycle 1> [386]
[1254]   0.0    0.00    0.00    3717         Cmd_QuoteString [1254]
-----------------------------------------------
                                  20             CL_ParseServerInfo <cycle 1> [700]
                                1446             VM_CL_precache_model <cycle 1> [699]
                                2126             CL_BeginDownloads <cycle 1> [885]
[1255]   0.0    0.00    0.00    3592         Mod_ForName <cycle 1> [1255]
                                3592             Mod_FindName <cycle 1> [826]
                                 495             Mod_LoadModel <cycle 1> [872]
-----------------------------------------------
                0.00    0.00    3025/3025        Con_MaskPrint <cycle 1> [565]
[1256]   0.0    0.00    0.00    3025         Sys_Print [1256]
-----------------------------------------------
                0.00    0.00     847/2941        R_LoadTextureDDSFile <cycle 1> [313]
                0.00    0.00    2094/2941        R_UploadFullTexture <cycle 1> [153]
[1257]   0.0    0.00    0.00    2941         GL_SetupTextureParameters [1257]
-----------------------------------------------
                                   1             Crypto_KeyGen_f <cycle 1> [1474]
                                   1             SCR_ScreenShot_f <cycle 1> [1088]
                                   1             gl_backend_start <cycle 1> [1524]
                                   1             Mod_LoadModel <cycle 1> [872]
                                   1             NetConn_OpenClientPorts <cycle 1> [1496]
                                   1             PRVM_FriendlyProgFromString <cycle 1> [1301]
                                   1             SV_MaxPlayers_f <cycle 1> [1505]
                                   1             VID_Mode <cycle 1> [1518]
                                   2             VID_InitMode <cycle 1> [1047]
                                   2             Crypto_LoadKeys <cycle 1> [1081]
                                   2             CL_DisconnectEx <cycle 1> [670]
                                   2             NetConn_OpenClientPort <cycle 1> [1115]
                                   2             NetConn_ConnectionEstablished <cycle 1> [1022]
                                   3             Mod_Q3BSP_LoadLightmaps <cycle 1> [1038]
                                   4             GL_Setup <cycle 1> [813]
                                   6             NetConn_QueryQueueFrame <cycle 1> [503]
                                   6             PRVM_Prog_Load <cycle 1> [256]
                                  10             CL_ParseServerInfo <cycle 1> [700]
                                  10             dp__strlcpy <cycle 1> [769]
                                  12             Sys_LoadDependency <cycle 1> [1363]
                                  14             Cmd_ExecuteString <cycle 1> [386]
                                  25             VM_Warning <cycle 1> [121]
                                  31             Curl_Begin <cycle 1> [824]
                                  36             Cmd_Exec_f <cycle 1> [1030]
                                  51             OGG_LoadVorbisFile <cycle 1> [943]
                                 100             PRVM_StackTrace <cycle 1> [1064]
                                 181             loadimagepixelsbgra <cycle 1> [268]
                                1075             PRVM_PrintStatement <cycle 1> [702]
                                1188             S_LoadSound <cycle 1> [459]
                0.00    0.00       1/15939079     VID_Init [952]
                0.00    0.00       1/15939079     CL_Init [241]
                0.00    0.00       1/15939079     Host_Init [185]
                0.00    0.00       1/15939079     Host_SaveConfig [828]
                0.00    0.00       1/15939079     Mod_AliasInit [900]
                0.00    0.00       1/15939079     Sys_InitProcessNice [975]
                0.00    0.00       2/15939079     S_Startup [456]
                0.00    0.00       2/15939079     SndSys_Init [589]
                0.00    0.00       4/15939079     COM_ChangeGameTypeForGameDirs [692]
                0.00    0.00       8/15939079     CheckPendingDownloads [856]
                0.00    0.00      78/15939079     PNG_warning_fn [852]
[1258]   0.0    0.00    0.00    2870         Con_Printf <cycle 1> [1258]
                0.00    0.00    2870/8835        dpvsnprintf [1233]
                                2870             Con_MaskPrint <cycle 1> [565]
-----------------------------------------------
                                   5             Mod_IDP0_Load <cycle 1> [915]
                                  12             Mod_Sprite_SharedSetup <cycle 1> [1045]
                                  30             Draw_IsPicLoaded <cycle 1> [765]
                                 167             R_InitParticleTexture <cycle 1> [666]
                                 332             Draw_CachePic_Flags <cycle 1> [90]
                                 939             Mod_LoadTextureFromQ3Shader <cycle 1> [1112]
                                1015             Mod_CreateShaderPassFromQ3ShaderLayer <cycle 1> [1279]
[1259]   0.0    0.00    0.00    2500         R_SkinFrame_LoadExternal <cycle 1> [1259]
                                2500             R_SkinFrame_Find <cycle 1> [922]
                                 944             R_SkinFrame_LoadExternal_SkinFrame <cycle 1> [131]
-----------------------------------------------
                                   1             GL_Setup <cycle 1> [813]
                                  11             CL_ParseServerMessage <cycle 1> [196]
                                  12             CL_KeepaliveMessage <cycle 1> [582]
                                  34             CSQC_AddPrintText <cycle 1> [1326]
                                 850             PRVM_PrintStatement <cycle 1> [702]
                                1372             VM_print <cycle 1> [1272]
                0.00    0.00       1/15939079     CDAudio_Startup [970]
                0.00    0.00       1/15939079     gl_backend_shutdown [969]
                0.00    0.00       1/15939079     Key_Shutdown [516]
                0.00    0.00       8/15939079     CheckPendingDownloads [856]
[1260]   0.0    0.00    0.00    2291         Con_Print <cycle 1> [1260]
                                2291             Con_MaskPrint <cycle 1> [565]
-----------------------------------------------
                0.00    0.00       1/2164        loadtextureimage <cycle 1> [1525]
                0.00    0.00     158/2164        R_SetupTexture <cycle 1> [392]
                0.00    0.00    2005/2164        R_SkinFrame_LoadExternal_SkinFrame <cycle 1> [131]
[1261]   0.0    0.00    0.00    2164         R_PicmipForFlags [1261]
-----------------------------------------------
                                   3             NetConn_QueryMasters <cycle 1> [1096]
                                2144             NetConn_ClientParsePacket_ServerList_ParseDPList <cycle 1> [1003]
[1262]   0.0    0.00    0.00    2147         NetConn_ClientParsePacket_ServerList_PrepareQuery <cycle 1> [1262]
                                 472             dp__strlcpy <cycle 1> [769]
                                   8             _Mem_Alloc <cycle 1> [407]
-----------------------------------------------
                0.00    0.00    2086/2086        R_SetupTexture <cycle 1> [392]
[1263]   0.0    0.00    0.00    2086         GL_Texture_CalcImageSize [1263]
-----------------------------------------------
                0.00    0.00    2042/2042        OGG_LoadVorbisFile <cycle 1> [943]
[1264]   0.0    0.00    0.00    2042         OGG_DecodeTags [1264]
-----------------------------------------------
                                 780             CLVM_ExecuteProgram <cycle 1> [7]
                                1244             MVM_ExecuteProgram <cycle 1> [49]
[1265]   0.0    0.00    0.00    2024         VM_search_getfilename <cycle 1> [1265]
                                2024             PRVM_SetTempString <cycle 1> [181]
-----------------------------------------------
                0.00    0.00       1/1906        S_PaintAndSubmit [354]
                0.00    0.00      13/1906        S_StopAllSounds [1128]
                0.00    0.00    1892/1906        S_StopChannel [1040]
[1266]   0.0    0.00    0.00    1906         SndSys_LockRenderBuffer [1266]
-----------------------------------------------
                0.00    0.00       1/1906        S_PaintAndSubmit [354]
                0.00    0.00      13/1906        S_StopAllSounds [1128]
                0.00    0.00    1892/1906        S_StopChannel [1040]
[1267]   0.0    0.00    0.00    1906         SndSys_UnlockRenderBuffer [1267]
-----------------------------------------------
                                1881             Mod_LoadTextureFromQ3Shader <cycle 1> [1112]
[1268]   0.0    0.00    0.00    1881         Mod_LookupQ3Shader <cycle 1> [1268]
                0.00    0.00    1881/30309       CRC_Block_CaseInsensitive [1214]
                                   6             Mod_LoadQ3Shaders <cycle 1> [458]
-----------------------------------------------
                0.00    0.00    1836/1836        VM_tokenize <cycle 1> [1076]
[1269]   0.0    0.00    0.00    1836         COM_ParseToken_VM_Tokenize [1269]
-----------------------------------------------
                0.00    0.00    1736/1736        Q3PatchAdjustTesselation [1311]
[1270]   0.0    0.00    0.00    1736         FindEqualOddVertexInArray [1270]
-----------------------------------------------
                0.00    0.00       1/1564        COM_InitGameType [1070]
                0.00    0.00       1/1564        Mod_Q3BSP_LoadLightmaps <cycle 1> [1038]
                0.00    0.00       5/1564        CL_ParseServerInfo <cycle 1> [700]
                0.00    0.00       5/1564        CL_SetupWorldModel <cycle 1> [1011]
                0.00    0.00       6/1564        PRVM_Prog_Load <cycle 1> [256]
                0.00    0.00    1546/1564        Image_StripImageExtension <cycle 1> [1218]
[1271]   0.0    0.00    0.00    1564         FS_StripExtension [1271]
-----------------------------------------------
                                1372             CLVM_ExecuteProgram <cycle 1> [7]
[1272]   0.0    0.00    0.00    1372         VM_print <cycle 1> [1272]
                                1372             VM_Warning <cycle 1> [121]
                                1372             Con_Print <cycle 1> [1260]
-----------------------------------------------
                0.00    0.00       5/1335        CL_BeginDownloads <cycle 1> [885]
                0.00    0.00    1330/1335        CL_ForwardToServer_f [1274]
[1273]   0.0    0.00    0.00    1335         CL_ForwardToServer [1273]
                0.00    0.00    1335/278074      MSG_WriteByte [1167]
                0.00    0.00    1335/768147      SZ_Write [1153]
-----------------------------------------------
                0.00    0.00    1330/1330        Cmd_CL_Callback <cycle 1> [1025]
[1274]   0.0    0.00    0.00    1330         CL_ForwardToServer_f [1274]
                0.00    0.00    1330/1335        CL_ForwardToServer [1273]
-----------------------------------------------
                                1278             Con_DrawConsole <cycle 1> [1033]
[1275]   0.0    0.00    0.00    1278         Con_DrawInput <cycle 1> [1275]
                0.00    0.00     636/636         u8_encodech [1286]
                                1914             DrawQ_String <cycle 1> [1150]
                                1278             dp__strlcpy <cycle 1> [769]
                                1278             DrawQ_TextWidth_UntilWidth_TrackColors <cycle 1> [802]
-----------------------------------------------
                0.00    0.00    1192/1192        Mod_Q3BSP_LoadLightGrid <cycle 1> [385]
[1276]   0.0    0.00    0.00    1192         Q3PatchDimForTess [1276]
-----------------------------------------------
                0.00    0.00    1094/1094        CLVM_ExecuteProgram <cycle 1> [7]
[1277]   0.0    0.00    0.00    1094         VM_CL_ReadLong [1277]
                0.00    0.00    1094/86270       MSG_ReadLittleLong [1194]
-----------------------------------------------
                                   1             CL_Bottomcolor_c <cycle 1> [1119]
                                   1             CL_Topcolor_c <cycle 1> [1120]
                                   1             VID_Mode <cycle 1> [1518]
                                   4             VID_InitMode <cycle 1> [1047]
                                   4             CL_Color_c <cycle 1> [1108]
                                   5             GL_CheckExtension <cycle 1> [1110]
                                  20             CL_ParseServerInfo <cycle 1> [700]
                                  20             CL_SetupWorldModel <cycle 1> [1011]
                                 427             Cvar_Command <cycle 1> [966]
                                 573             VM_cvar_set <cycle 1> [961]
                0.00    0.00       1/15939079     COM_Init_Commands [568]
                0.00    0.00       2/15939079     FS_Rescan [868]
[1278]   0.0    0.00    0.00    1059         Cvar_SetQuick <cycle 1> [1278]
                                1059             Cvar_SetQuick_Internal <cycle 1> [290]
-----------------------------------------------
                                 936             Mod_LoadTextureFromQ3Shader <cycle 1> [1112]
[1279]   0.0    0.00    0.00     936         Mod_CreateShaderPassFromQ3ShaderLayer <cycle 1> [1279]
                                1015             R_SkinFrame_LoadExternal <cycle 1> [1259]
                                 936             _Mem_Alloc <cycle 1> [407]
-----------------------------------------------
                                   7             Mod_OBJ_Load <cycle 1> [903]
                                  12             Mod_ZYMOTICMODEL_Load <cycle 1> [668]
                                 122             Mod_DARKPLACESMODEL_Load <cycle 1> [248]
                                 255             Mod_INTERQUAKEMODEL_Load <cycle 1> [235]
                                 529             Mod_IDP3_Load <cycle 1> [498]
[1280]   0.0    0.00    0.00     925         Mod_BuildAliasSkinsFromSkinFiles <cycle 1> [1280]
                                1209             Image_StripImageExtension <cycle 1> [1218]
                                1209             Mod_LoadTextureFromQ3Shader <cycle 1> [1112]
                                  19             R_SkinFrame_LoadMissing <cycle 1> [1332]
                                  19             Mod_LoadCustomMaterial <cycle 1> [1351]
-----------------------------------------------
                0.00    0.00     894/894         Mod_Q3BSP_LoadLightGrid <cycle 1> [385]
[1281]   0.0    0.00    0.00     894         Q3PatchTesselateFloat [1281]
-----------------------------------------------
                                 890             Mod_LoadQ3Shaders <cycle 1> [458]
[1282]   0.0    0.00    0.00     890         Mod_LoadQ3Shaders_EnumerateWaveFunc <cycle 1> [1282]
                                  33             Con_DPrintf <cycle 1> [799]
-----------------------------------------------
                0.00    0.00     822/822         PRVM_FindOffsets [809]
[1283]   0.0    0.00    0.00     822         PRVM_ED_FindGlobal [1283]
-----------------------------------------------
                0.00    0.00     662/662         Cmd_CL_Callback <cycle 1> [1025]
[1284]   0.0    0.00    0.00     662         IN_AttackUp [1284]
-----------------------------------------------
                0.00    0.00     650/650         Cmd_CL_Callback <cycle 1> [1025]
[1285]   0.0    0.00    0.00     650         IN_AttackDown [1285]
-----------------------------------------------
                0.00    0.00     636/636         Con_DrawInput <cycle 1> [1275]
[1286]   0.0    0.00    0.00     636         u8_encodech [1286]
-----------------------------------------------
                0.00    0.00     609/609         Cmd_CL_Callback <cycle 1> [1025]
[1287]   0.0    0.00    0.00     609         IN_ForwardDown [1287]
-----------------------------------------------
                0.00    0.00     609/609         Cmd_CL_Callback <cycle 1> [1025]
[1288]   0.0    0.00    0.00     609         IN_ForwardUp [1288]
-----------------------------------------------
                0.00    0.00     538/538         Cmd_CL_Callback <cycle 1> [1025]
[1289]   0.0    0.00    0.00     538         IN_MoverightDown [1289]
-----------------------------------------------
                0.00    0.00     538/538         Cmd_CL_Callback <cycle 1> [1025]
[1290]   0.0    0.00    0.00     538         IN_MoverightUp [1290]
-----------------------------------------------
                                 517             loadimagepixelsbgra <cycle 1> [268]
[1291]   0.0    0.00    0.00     517         LoadTGA_BGRA <cycle 1> [1291]
                                 517             _Mem_Alloc <cycle 1> [407]
-----------------------------------------------
                0.00    0.00     495/495         Cmd_CL_Callback <cycle 1> [1025]
[1292]   0.0    0.00    0.00     495         IN_JumpUp [1292]
-----------------------------------------------
